,Address,AddressAccuracy,AddressNumberAndStreet,Block,Date,Latitude,Longitude,NumMosquitos,Species,Street,Time,Trap,WnvPresent,spray
1028,"1800 West Leland Avenue, Chicago, IL 60640, USA",8.0,"1800  W LELAND AVE, Chicago, IL",18.0,2007-08-01,41.966987,-87.674677,1.0,CULEX RESTUANS, W LELAND AVE,,T219,0.0,0
1029,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",9.0,"6100  W FULLERTON AVE, Chicago, IL",61.0,2007-08-01,41.923738,-87.785288,5.0,CULEX PIPIENS/RESTUANS, W FULLERTON AVE,,T013,0.0,0
1030,"6400 West Strong Street, Chicago, IL, USA",8.0,"6400  W STRONG ST, Chicago, IL",64.0,2007-08-01,41.970248,-87.787992,4.0,CULEX PIPIENS/RESTUANS, W STRONG ST,,T014,0.0,0
1031,"6400 West Strong Street, Chicago, IL, USA",8.0,"6400  W STRONG ST, Chicago, IL",64.0,2007-08-01,41.970248,-87.787992,12.0,CULEX PIPIENS/RESTUANS, W STRONG ST,,T014,0.0,0
1032,"6400 West Strong Street, Chicago, IL, USA",8.0,"6400  W STRONG ST, Chicago, IL",64.0,2007-08-01,41.970248,-87.787992,1.0,CULEX RESTUANS, W STRONG ST,,T014,0.0,0
1033,"6400 West Strong Street, Chicago, IL, USA",8.0,"6400  W STRONG ST, Chicago, IL",64.0,2007-08-01,41.970248,-87.787992,1.0,CULEX PIPIENS, W STRONG ST,,T014,0.0,0
1034,"6400 West Strong Street, Chicago, IL, USA",8.0,"6400  W STRONG ST, Chicago, IL",64.0,2007-08-01,41.970248,-87.787992,16.0,CULEX PIPIENS, W STRONG ST,,T014,0.0,0
1035,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",8.0,"1200  W GREENLEAF AVE, Chicago, IL",12.0,2007-08-01,42.010412,-87.66214,1.0,CULEX PIPIENS/RESTUANS, W GREENLEAF AVE,,T018,0.0,0
1036,"1000 North Central Park Avenue, Chicago, IL 60651, USA",9.0,"1000  N CENTRAL PARK DR, Chicago, IL",10.0,2007-08-01,41.89923,-87.716788,11.0,CULEX PIPIENS/RESTUANS, N CENTRAL PARK DR,,T030,0.0,0
1037,"1000 North Central Park Avenue, Chicago, IL 60651, USA",9.0,"1000  N CENTRAL PARK DR, Chicago, IL",10.0,2007-08-01,41.89923,-87.716788,1.0,CULEX RESTUANS, N CENTRAL PARK DR,,T030,0.0,0
1038,"1000 North Central Park Avenue, Chicago, IL 60651, USA",9.0,"1000  N CENTRAL PARK DR, Chicago, IL",10.0,2007-08-01,41.89923,-87.716788,1.0,CULEX PIPIENS, N CENTRAL PARK DR,,T030,0.0,0
1039,"1000 North Central Park Avenue, Chicago, IL 60651, USA",9.0,"1000  N CENTRAL PARK DR, Chicago, IL",10.0,2007-08-01,41.89923,-87.716788,1.0,CULEX PIPIENS, N CENTRAL PARK DR,,T030,0.0,0
1040,"2000 East 111th Street, Chicago, IL 60628, USA",8.0,"2000  E 111TH ST, Chicago, IL",20.0,2007-08-01,41.692555,-87.598865,1.0,CULEX PIPIENS/RESTUANS, E 111TH ST,,T084,0.0,0
1041,"2000 East 111th Street, Chicago, IL 60628, USA",8.0,"2000  E 111TH ST, Chicago, IL",20.0,2007-08-01,41.692555,-87.598865,1.0,CULEX PIPIENS/RESTUANS, E 111TH ST,,T084,0.0,0
1042,"2000 East 111th Street, Chicago, IL 60628, USA",8.0,"2000  E 111TH ST, Chicago, IL",20.0,2007-08-01,41.692555,-87.598865,1.0,CULEX PIPIENS, E 111TH ST,,T084,0.0,0
1043,"2000 East 111th Street, Chicago, IL 60628, USA",8.0,"2000  E 111TH ST, Chicago, IL",20.0,2007-08-01,41.692555,-87.598865,1.0,CULEX PIPIENS, E 111TH ST,,T084,0.0,0
1044,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",9.0,"3300  N RUTHERFORD AVE, Chicago, IL",33.0,2007-08-01,41.94016,-87.794896,26.0,CULEX PIPIENS/RESTUANS, N RUTHERFORD AVE,,T144,0.0,0
1045,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",9.0,"3300  N RUTHERFORD AVE, Chicago, IL",33.0,2007-08-01,41.94016,-87.794896,16.0,CULEX PIPIENS/RESTUANS, N RUTHERFORD AVE,,T144,0.0,0
1046,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",9.0,"3300  N RUTHERFORD AVE, Chicago, IL",33.0,2007-08-01,41.94016,-87.794896,1.0,CULEX RESTUANS, N RUTHERFORD AVE,,T144,0.0,0
1047,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",9.0,"3300  N RUTHERFORD AVE, Chicago, IL",33.0,2007-08-01,41.94016,-87.794896,10.0,CULEX PIPIENS, N RUTHERFORD AVE,,T144,1.0,0
1048,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",9.0,"3300  N RUTHERFORD AVE, Chicago, IL",33.0,2007-08-01,41.94016,-87.794896,1.0,CULEX PIPIENS, N RUTHERFORD AVE,,T144,0.0,0
1049,"1100 North Artesian Avenue, Chicago, IL 60622, USA",8.0,"1100  S ARTESIAN AVE, Chicago, IL",11.0,2007-08-01,41.903002,-87.688267,4.0,CULEX PIPIENS/RESTUANS, S ARTESIAN AVE,,T160,0.0,0
1050,"1100 North Artesian Avenue, Chicago, IL 60622, USA",8.0,"1100  S ARTESIAN AVE, Chicago, IL",11.0,2007-08-01,41.903002,-87.688267,4.0,CULEX PIPIENS/RESTUANS, S ARTESIAN AVE,,T160,0.0,0
1051,"1100 North Artesian Avenue, Chicago, IL 60622, USA",8.0,"1100  S ARTESIAN AVE, Chicago, IL",11.0,2007-08-01,41.903002,-87.688267,1.0,CULEX RESTUANS, S ARTESIAN AVE,,T160,0.0,0
1052,"1100 North Artesian Avenue, Chicago, IL 60622, USA",8.0,"1100  S ARTESIAN AVE, Chicago, IL",11.0,2007-08-01,41.903002,-87.688267,4.0,CULEX PIPIENS, S ARTESIAN AVE,,T160,0.0,0
1053,"6000 West Roscoe Street, Chicago, IL 60634, USA",8.0,"6000  W ROSCOE ST, Chicago, IL",60.0,2007-08-01,41.942114,-87.776385,1.0,CULEX PIPIENS/RESTUANS, W ROSCOE ST,,T005,0.0,0
1054,"6000 West Roscoe Street, Chicago, IL 60634, USA",8.0,"6000  W ROSCOE ST, Chicago, IL",60.0,2007-08-01,41.942114,-87.776385,1.0,CULEX PIPIENS, W ROSCOE ST,,T005,0.0,0
1055,"6000 West Montrose Avenue, Chicago, IL 60634, USA",9.0,"6000  W MONTROSE DR, Chicago, IL",60.0,2007-08-01,41.960616,-87.777189,1.0,CULEX PIPIENS/RESTUANS, W MONTROSE DR,,T017,0.0,0
1056,"6000 West Montrose Avenue, Chicago, IL 60634, USA",9.0,"6000  W MONTROSE DR, Chicago, IL",60.0,2007-08-01,41.960616,-87.777189,1.0,CULEX PIPIENS/RESTUANS, W MONTROSE DR,,T017,0.0,0
1057,"6000 West Montrose Avenue, Chicago, IL 60634, USA",9.0,"6000  W MONTROSE DR, Chicago, IL",60.0,2007-08-01,41.960616,-87.777189,1.0,CULEX RESTUANS, W MONTROSE DR,,T017,0.0,0
1058,"3300 West Randolph Street, Chicago, IL 60612, USA",8.0,"3300  E RANDOLPH ST, Chicago, IL",33.0,2007-08-01,41.883284,-87.705085,1.0,CULEX PIPIENS/RESTUANS, E RANDOLPH ST,,T044,0.0,0
1059,"3300 West Randolph Street, Chicago, IL 60612, USA",8.0,"3300  E RANDOLPH ST, Chicago, IL",33.0,2007-08-01,41.883284,-87.705085,1.0,CULEX RESTUANS, E RANDOLPH ST,,T044,0.0,0
1060,"3300 West Randolph Street, Chicago, IL 60612, USA",8.0,"3300  E RANDOLPH ST, Chicago, IL",33.0,2007-08-01,41.883284,-87.705085,1.0,CULEX PIPIENS, E RANDOLPH ST,,T044,0.0,0
1061,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",8.0,"3000  S HOYNE AVE, Chicago, IL",30.0,2007-08-01,41.836644,-87.677737,6.0,CULEX PIPIENS/RESTUANS, S HOYNE AVE,,T035,0.0,0
1062,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",8.0,"3000  S HOYNE AVE, Chicago, IL",30.0,2007-08-01,41.836644,-87.677737,5.0,CULEX PIPIENS, S HOYNE AVE,,T035,0.0,0
1063,"4200 West 31st Street, Chicago, IL 60623, USA",9.0,"4200  W 31ST ST, Chicago, IL",42.0,2007-08-01,41.837085,-87.729384,3.0,CULEX PIPIENS/RESTUANS, W 31ST ST,,T036,0.0,0
1064,"4200 West 31st Street, Chicago, IL 60623, USA",9.0,"4200  W 31ST ST, Chicago, IL",42.0,2007-08-01,41.837085,-87.729384,1.0,CULEX PIPIENS/RESTUANS, W 31ST ST,,T036,0.0,0
1065,"4200 West 31st Street, Chicago, IL 60623, USA",9.0,"4200  W 31ST ST, Chicago, IL",42.0,2007-08-01,41.837085,-87.729384,3.0,CULEX PIPIENS, W 31ST ST,,T036,0.0,0
1066,"1700 North Pulaski Road, Chicago, IL 60639, USA",9.0,"1700  N PULASKI RD, Chicago, IL",17.0,2007-08-01,41.911824,-87.726737,1.0,CULEX PIPIENS/RESTUANS, N PULASKI RD,,T039,0.0,0
1067,"2200 West Pershing Road, Chicago, IL 60609, USA",8.0,"2200  W PERSHING RD, Chicago, IL",22.0,2007-08-01,41.823065,-87.678378,2.0,CULEX PIPIENS/RESTUANS, W PERSHING RD,,T060,0.0,0
1068,"2200 West Pershing Road, Chicago, IL 60609, USA",8.0,"2200  W PERSHING RD, Chicago, IL",22.0,2007-08-01,41.823065,-87.678378,1.0,CULEX PIPIENS/RESTUANS, W PERSHING RD,,T060,0.0,0
1069,"2200 West 51st Street, Chicago, IL 60609, USA",8.0,"2200  W 51ST ST, Chicago, IL",22.0,2007-08-01,41.801179,-87.679447,21.0,CULEX PIPIENS/RESTUANS, W 51ST ST,,T061,0.0,0
1070,"2200 West 51st Street, Chicago, IL 60609, USA",8.0,"2200  W 51ST ST, Chicago, IL",22.0,2007-08-01,41.801179,-87.679447,3.0,CULEX PIPIENS/RESTUANS, W 51ST ST,,T061,0.0,0
1071,"2200 West 51st Street, Chicago, IL 60609, USA",8.0,"2200  W 51ST ST, Chicago, IL",22.0,2007-08-01,41.801179,-87.679447,4.0,CULEX RESTUANS, W 51ST ST,,T061,0.0,0
1072,"2200 West 51st Street, Chicago, IL 60609, USA",8.0,"2200  W 51ST ST, Chicago, IL",22.0,2007-08-01,41.801179,-87.679447,6.0,CULEX PIPIENS, W 51ST ST,,T061,0.0,0
1073,"3500 West 51st Street, Chicago, IL 60632, USA",8.0,"3500  W 51ST ST, Chicago, IL",35.0,2007-08-01,41.800737,-87.71188,3.0,CULEX PIPIENS/RESTUANS, W 51ST ST,,T062,0.0,0
1074,"3500 West 51st Street, Chicago, IL 60632, USA",8.0,"3500  W 51ST ST, Chicago, IL",35.0,2007-08-01,41.800737,-87.71188,2.0,CULEX PIPIENS/RESTUANS, W 51ST ST,,T062,0.0,0
1075,"3500 West 51st Street, Chicago, IL 60632, USA",8.0,"3500  W 51ST ST, Chicago, IL",35.0,2007-08-01,41.800737,-87.71188,1.0,CULEX RESTUANS, W 51ST ST,,T062,0.0,0
1076,"3500 West 51st Street, Chicago, IL 60632, USA",8.0,"3500  W 51ST ST, Chicago, IL",35.0,2007-08-01,41.800737,-87.71188,3.0,CULEX PIPIENS, W 51ST ST,,T062,0.0,0
1077,"3500 West 51st Street, Chicago, IL 60632, USA",8.0,"3500  W 51ST ST, Chicago, IL",35.0,2007-08-01,41.800737,-87.71188,6.0,CULEX PIPIENS, W 51ST ST,,T062,0.0,0
1078,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",9.0,"5200  W 63RD ST, Chicago, IL",52.0,2007-08-01,41.778297,-87.752411,28.0,CULEX PIPIENS/RESTUANS, W 63RD ST,,T065,1.0,0
1079,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",9.0,"5200  W 63RD ST, Chicago, IL",52.0,2007-08-01,41.778297,-87.752411,3.0,CULEX PIPIENS/RESTUANS, W 63RD ST,,T065,0.0,0
1080,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",9.0,"5200  W 63RD ST, Chicago, IL",52.0,2007-08-01,41.778297,-87.752411,3.0,CULEX RESTUANS, W 63RD ST,,T065,0.0,0
1081,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",9.0,"5200  W 63RD ST, Chicago, IL",52.0,2007-08-01,41.778297,-87.752411,1.0,CULEX RESTUANS, W 63RD ST,,T065,0.0,0
1082,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",9.0,"5200  W 63RD ST, Chicago, IL",52.0,2007-08-01,41.778297,-87.752411,5.0,CULEX PIPIENS, W 63RD ST,,T065,0.0,0
1083,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",9.0,"5200  W 63RD ST, Chicago, IL",52.0,2007-08-01,41.778297,-87.752411,8.0,CULEX PIPIENS, W 63RD ST,,T065,0.0,0
1084,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",9.0,"5200  W 63RD ST, Chicago, IL",52.0,2007-08-01,41.778297,-87.752411,1.0,CULEX SALINARIUS, W 63RD ST,,T065,0.0,0
1085,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",8.0,"6700  S KEDZIE AVE, Chicago, IL",67.0,2007-08-01,41.77166,-87.703047,4.0,CULEX PIPIENS/RESTUANS, S KEDZIE AVE,,T066,0.0,0
1086,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",8.0,"6700  S KEDZIE AVE, Chicago, IL",67.0,2007-08-01,41.77166,-87.703047,39.0,CULEX PIPIENS/RESTUANS, S KEDZIE AVE,,T066,0.0,0
1087,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",8.0,"6700  S KEDZIE AVE, Chicago, IL",67.0,2007-08-01,41.77166,-87.703047,12.0,CULEX PIPIENS/RESTUANS, S KEDZIE AVE,,T066,0.0,0
1088,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",8.0,"6700  S KEDZIE AVE, Chicago, IL",67.0,2007-08-01,41.77166,-87.703047,6.0,CULEX RESTUANS, S KEDZIE AVE,,T066,0.0,0
1089,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",8.0,"6700  S KEDZIE AVE, Chicago, IL",67.0,2007-08-01,41.77166,-87.703047,1.0,CULEX PIPIENS, S KEDZIE AVE,,T066,0.0,0
1090,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",8.0,"6700  S KEDZIE AVE, Chicago, IL",67.0,2007-08-01,41.77166,-87.703047,20.0,CULEX PIPIENS, S KEDZIE AVE,,T066,0.0,0
1091,"7300 Cicero Avenue, Chicago, IL 60638, USA",9.0,"7300  S CICERO AVE, Chicago, IL",73.0,2007-08-01,41.759346,-87.745602,16.0,CULEX PIPIENS/RESTUANS, S CICERO AVE,,T067,0.0,0
1092,"7300 Cicero Avenue, Chicago, IL 60638, USA",9.0,"7300  S CICERO AVE, Chicago, IL",73.0,2007-08-01,41.759346,-87.745602,17.0,CULEX PIPIENS/RESTUANS, S CICERO AVE,,T067,0.0,0
1093,"7300 Cicero Avenue, Chicago, IL 60638, USA",9.0,"7300  S CICERO AVE, Chicago, IL",73.0,2007-08-01,41.759346,-87.745602,13.0,CULEX PIPIENS/RESTUANS, S CICERO AVE,,T067,0.0,0
1094,"7300 Cicero Avenue, Chicago, IL 60638, USA",9.0,"7300  S CICERO AVE, Chicago, IL",73.0,2007-08-01,41.759346,-87.745602,1.0,CULEX RESTUANS, S CICERO AVE,,T067,0.0,0
1095,"7300 Cicero Avenue, Chicago, IL 60638, USA",9.0,"7300  S CICERO AVE, Chicago, IL",73.0,2007-08-01,41.759346,-87.745602,2.0,CULEX RESTUANS, S CICERO AVE,,T067,0.0,0
1096,"7300 Cicero Avenue, Chicago, IL 60638, USA",9.0,"7300  S CICERO AVE, Chicago, IL",73.0,2007-08-01,41.759346,-87.745602,3.0,CULEX RESTUANS, S CICERO AVE,,T067,0.0,0
1097,"7300 Cicero Avenue, Chicago, IL 60638, USA",9.0,"7300  S CICERO AVE, Chicago, IL",73.0,2007-08-01,41.759346,-87.745602,4.0,CULEX PIPIENS, S CICERO AVE,,T067,0.0,0
1098,"7300 Cicero Avenue, Chicago, IL 60638, USA",9.0,"7300  S CICERO AVE, Chicago, IL",73.0,2007-08-01,41.759346,-87.745602,6.0,CULEX PIPIENS, S CICERO AVE,,T067,0.0,0
1099,"7300 Cicero Avenue, Chicago, IL 60638, USA",9.0,"7300  S CICERO AVE, Chicago, IL",73.0,2007-08-01,41.759346,-87.745602,1.0,CULEX SALINARIUS, S CICERO AVE,,T067,0.0,0
1100,"2200 West 69th Street, Chicago, IL 60636, USA",8.0,"2200  W 69TH ST, Chicago, IL",22.0,2007-08-01,41.768388,-87.678649,13.0,CULEX PIPIENS/RESTUANS, W 69TH ST,,T069,0.0,0
1101,"2200 West 69th Street, Chicago, IL 60636, USA",8.0,"2200  W 69TH ST, Chicago, IL",22.0,2007-08-01,41.768388,-87.678649,1.0,CULEX PIPIENS/RESTUANS, W 69TH ST,,T069,0.0,0
1102,"2200 West 69th Street, Chicago, IL 60636, USA",8.0,"2200  W 69TH ST, Chicago, IL",22.0,2007-08-01,41.768388,-87.678649,1.0,CULEX PIPIENS/RESTUANS, W 69TH ST,,T069,0.0,0
1103,"2200 West 69th Street, Chicago, IL 60636, USA",8.0,"2200  W 69TH ST, Chicago, IL",22.0,2007-08-01,41.768388,-87.678649,5.0,CULEX RESTUANS, W 69TH ST,,T069,0.0,0
1104,"2200 West 69th Street, Chicago, IL 60636, USA",8.0,"2200  W 69TH ST, Chicago, IL",22.0,2007-08-01,41.768388,-87.678649,2.0,CULEX RESTUANS, W 69TH ST,,T069,0.0,0
1105,"2200 West 69th Street, Chicago, IL 60636, USA",8.0,"2200  W 69TH ST, Chicago, IL",22.0,2007-08-01,41.768388,-87.678649,1.0,CULEX PIPIENS, W 69TH ST,,T069,0.0,0
1106,"2200 West 69th Street, Chicago, IL 60636, USA",8.0,"2200  W 69TH ST, Chicago, IL",22.0,2007-08-01,41.768388,-87.678649,1.0,CULEX PIPIENS, W 69TH ST,,T069,0.0,0
1107,"2200 West 69th Street, Chicago, IL 60636, USA",8.0,"2200  W 69TH ST, Chicago, IL",22.0,2007-08-01,41.768388,-87.678649,5.0,CULEX PIPIENS, W 69TH ST,,T069,0.0,0
1108,"5200 South Nordica Avenue, Chicago, IL 60638, USA",8.0,"5200  S NORDICA, Chicago, IL",52.0,2007-08-01,41.797616,-87.797894,2.0,CULEX PIPIENS/RESTUANS, S NORDICA,,T070,0.0,0
1109,"5200 South Nordica Avenue, Chicago, IL 60638, USA",8.0,"5200  S NORDICA, Chicago, IL",52.0,2007-08-01,41.797616,-87.797894,9.0,CULEX PIPIENS/RESTUANS, S NORDICA,,T070,0.0,0
1110,"5200 South Nordica Avenue, Chicago, IL 60638, USA",8.0,"5200  S NORDICA, Chicago, IL",52.0,2007-08-01,41.797616,-87.797894,4.0,CULEX PIPIENS/RESTUANS, S NORDICA,,T070,0.0,0
1111,"5200 South Nordica Avenue, Chicago, IL 60638, USA",8.0,"5200  S NORDICA, Chicago, IL",52.0,2007-08-01,41.797616,-87.797894,1.0,CULEX RESTUANS, S NORDICA,,T070,0.0,0
1112,"5200 South Nordica Avenue, Chicago, IL 60638, USA",8.0,"5200  S NORDICA, Chicago, IL",52.0,2007-08-01,41.797616,-87.797894,6.0,CULEX PIPIENS, S NORDICA,,T070,0.0,0
1113,"5200 South Nordica Avenue, Chicago, IL 60638, USA",8.0,"5200  S NORDICA, Chicago, IL",52.0,2007-08-01,41.797616,-87.797894,1.0,CULEX PIPIENS, S NORDICA,,T070,0.0,0
1114,"6100 South Melvina Avenue, Chicago, IL 60638, USA",8.0,"6100  S MELVINA AVE, Chicago, IL",61.0,2007-08-01,41.781416,-87.776532,3.0,CULEX PIPIENS/RESTUANS, S MELVINA AVE,,T071,0.0,0
1115,"6100 South Melvina Avenue, Chicago, IL 60638, USA",8.0,"6100  S MELVINA AVE, Chicago, IL",61.0,2007-08-01,41.781416,-87.776532,3.0,CULEX PIPIENS/RESTUANS, S MELVINA AVE,,T071,0.0,0
1116,"6100 South Melvina Avenue, Chicago, IL 60638, USA",8.0,"6100  S MELVINA AVE, Chicago, IL",61.0,2007-08-01,41.781416,-87.776532,2.0,CULEX PIPIENS/RESTUANS, S MELVINA AVE,,T071,0.0,0
1117,"6100 South Melvina Avenue, Chicago, IL 60638, USA",8.0,"6100  S MELVINA AVE, Chicago, IL",61.0,2007-08-01,41.781416,-87.776532,2.0,CULEX PIPIENS, S MELVINA AVE,,T071,0.0,0
1118,"1000 East 67th Street, Chicago, IL 60637, USA",8.0,"1000  E 67TH ST, Chicago, IL",10.0,2007-08-01,41.773215,-87.60088,3.0,CULEX PIPIENS/RESTUANS, E 67TH ST,,T073,0.0,0
1119,"1000 East 67th Street, Chicago, IL 60637, USA",8.0,"1000  E 67TH ST, Chicago, IL",10.0,2007-08-01,41.773215,-87.60088,10.0,CULEX PIPIENS/RESTUANS, E 67TH ST,,T073,0.0,0
1120,"1000 East 67th Street, Chicago, IL 60637, USA",8.0,"1000  E 67TH ST, Chicago, IL",10.0,2007-08-01,41.773215,-87.60088,5.0,CULEX PIPIENS/RESTUANS, E 67TH ST,,T073,0.0,0
1121,"1000 East 67th Street, Chicago, IL 60637, USA",8.0,"1000  E 67TH ST, Chicago, IL",10.0,2007-08-01,41.773215,-87.60088,1.0,CULEX RESTUANS, E 67TH ST,,T073,0.0,0
1122,"1000 East 67th Street, Chicago, IL 60637, USA",8.0,"1000  E 67TH ST, Chicago, IL",10.0,2007-08-01,41.773215,-87.60088,1.0,CULEX RESTUANS, E 67TH ST,,T073,0.0,0
1123,"1000 East 67th Street, Chicago, IL 60637, USA",8.0,"1000  E 67TH ST, Chicago, IL",10.0,2007-08-01,41.773215,-87.60088,1.0,CULEX PIPIENS, E 67TH ST,,T073,0.0,0
1124,"1000 East 67th Street, Chicago, IL 60637, USA",8.0,"1000  E 67TH ST, Chicago, IL",10.0,2007-08-01,41.773215,-87.60088,1.0,CULEX PIPIENS, E 67TH ST,,T073,0.0,0
1125,"1000 East 67th Street, Chicago, IL 60637, USA",8.0,"1000  E 67TH ST, Chicago, IL",10.0,2007-08-01,41.773215,-87.60088,2.0,CULEX PIPIENS, E 67TH ST,,T073,0.0,0
1126,"3900 South Ashland Avenue, Chicago, IL 60609, USA",9.0,"3900  S ASHLAND AVE, Chicago, IL",39.0,2007-08-01,41.822536,-87.666343,28.0,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,,T074,0.0,0
1127,"3900 South Ashland Avenue, Chicago, IL 60609, USA",9.0,"3900  S ASHLAND AVE, Chicago, IL",39.0,2007-08-01,41.822536,-87.666343,15.0,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,,T074,0.0,0
1128,"3900 South Ashland Avenue, Chicago, IL 60609, USA",9.0,"3900  S ASHLAND AVE, Chicago, IL",39.0,2007-08-01,41.822536,-87.666343,22.0,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,,T074,0.0,0
1129,"3900 South Ashland Avenue, Chicago, IL 60609, USA",9.0,"3900  S ASHLAND AVE, Chicago, IL",39.0,2007-08-01,41.822536,-87.666343,1.0,CULEX RESTUANS, S ASHLAND AVE,,T074,0.0,0
1130,"3900 South Ashland Avenue, Chicago, IL 60609, USA",9.0,"3900  S ASHLAND AVE, Chicago, IL",39.0,2007-08-01,41.822536,-87.666343,3.0,CULEX RESTUANS, S ASHLAND AVE,,T074,0.0,0
1131,"3900 South Ashland Avenue, Chicago, IL 60609, USA",9.0,"3900  S ASHLAND AVE, Chicago, IL",39.0,2007-08-01,41.822536,-87.666343,1.0,CULEX RESTUANS, S ASHLAND AVE,,T074,0.0,0
1132,"3900 South Ashland Avenue, Chicago, IL 60609, USA",9.0,"3900  S ASHLAND AVE, Chicago, IL",39.0,2007-08-01,41.822536,-87.666343,6.0,CULEX PIPIENS, S ASHLAND AVE,,T074,0.0,0
1133,"3900 South Ashland Avenue, Chicago, IL 60609, USA",9.0,"3900  S ASHLAND AVE, Chicago, IL",39.0,2007-08-01,41.822536,-87.666343,2.0,CULEX PIPIENS, S ASHLAND AVE,,T074,0.0,0
1134,"3900 South Ashland Avenue, Chicago, IL 60609, USA",9.0,"3900  S ASHLAND AVE, Chicago, IL",39.0,2007-08-01,41.822536,-87.666343,4.0,CULEX PIPIENS, S ASHLAND AVE,,T074,0.0,0
1135,"4700 South Cornell Avenue, Chicago, IL 60615, USA",8.0,"4700  S CORNELL AVE, Chicago, IL",47.0,2007-08-01,41.799282,-87.585487,1.0,CULEX PIPIENS/RESTUANS, S CORNELL AVE,,T075,0.0,0
1136,"4700 South Cornell Avenue, Chicago, IL 60615, USA",8.0,"4700  S CORNELL AVE, Chicago, IL",47.0,2007-08-01,41.799282,-87.585487,1.0,CULEX PIPIENS/RESTUANS, S CORNELL AVE,,T075,0.0,0
1137,"4700 South Cornell Avenue, Chicago, IL 60615, USA",8.0,"4700  S CORNELL AVE, Chicago, IL",47.0,2007-08-01,41.799282,-87.585487,2.0,CULEX PIPIENS/RESTUANS, S CORNELL AVE,,T075,0.0,0
1138,"4700 South Cornell Avenue, Chicago, IL 60615, USA",8.0,"4700  S CORNELL AVE, Chicago, IL",47.0,2007-08-01,41.799282,-87.585487,2.0,CULEX PIPIENS, S CORNELL AVE,,T075,0.0,0
1139,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",8.0,"6400  S STONY ISLAND AVE, Chicago, IL",64.0,2007-08-01,41.778748,-87.586427,6.0,CULEX PIPIENS/RESTUANS, S STONY ISLAND AVE,,T077,0.0,0
1140,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",8.0,"6400  S STONY ISLAND AVE, Chicago, IL",64.0,2007-08-01,41.778748,-87.586427,3.0,CULEX PIPIENS/RESTUANS, S STONY ISLAND AVE,,T077,0.0,0
1141,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",8.0,"6400  S STONY ISLAND AVE, Chicago, IL",64.0,2007-08-01,41.778748,-87.586427,1.0,CULEX RESTUANS, S STONY ISLAND AVE,,T077,0.0,0
1142,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",8.0,"6400  S STONY ISLAND AVE, Chicago, IL",64.0,2007-08-01,41.778748,-87.586427,2.0,CULEX PIPIENS, S STONY ISLAND AVE,,T077,0.0,0
1143,"7100 South South Shore Drive, Chicago, IL 60649, USA",9.0,"7100  S SOUTH SHORE DR, Chicago, IL",71.0,2007-08-01,41.766202,-87.562889,5.0,CULEX PIPIENS/RESTUANS, S SOUTH SHORE DR,,T079,0.0,0
1144,"7100 South South Shore Drive, Chicago, IL 60649, USA",9.0,"7100  S SOUTH SHORE DR, Chicago, IL",71.0,2007-08-01,41.766202,-87.562889,6.0,CULEX PIPIENS/RESTUANS, S SOUTH SHORE DR,,T079,0.0,0
1145,"7100 South South Shore Drive, Chicago, IL 60649, USA",9.0,"7100  S SOUTH SHORE DR, Chicago, IL",71.0,2007-08-01,41.766202,-87.562889,4.0,CULEX PIPIENS/RESTUANS, S SOUTH SHORE DR,,T079,0.0,0
1146,"7100 South South Shore Drive, Chicago, IL 60649, USA",9.0,"7100  S SOUTH SHORE DR, Chicago, IL",71.0,2007-08-01,41.766202,-87.562889,1.0,CULEX RESTUANS, S SOUTH SHORE DR,,T079,0.0,0
